File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF409NGZ	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF081ZZA	50070151	ENCODE Processing Pipeline	a76f1901ad9dd50d9e1329409897c404		https://www.encodeproject.org/files/ENCFF409NGZ/@@download/ENCFF409NGZ.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF668XNU	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF081ZZA	52395620	ENCODE Processing Pipeline	ea3fba236dad8d9a74b5febcc03cd5d5		https://www.encodeproject.org/files/ENCFF668XNU/@@download/ENCFF668XNU.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF209KPC	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF226VRJ, ENCFF515BAC, ENCFF828KDR	2976926101	ENCODE Processing Pipeline	571e071e7d557d1fb98f429f54a1b0ef		https://www.encodeproject.org/files/ENCFF209KPC/@@download/ENCFF209KPC.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF337FOE	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF209KPC	66423701	ENCODE Processing Pipeline	fb727e56c740c0df2fe3bc8775876177		https://www.encodeproject.org/files/ENCFF337FOE/@@download/ENCFF337FOE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF586UMA	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF515BAC, ENCFF732QPC, ENCFF887NBC	1921831213	ENCODE Processing Pipeline	4b6b81a8dfe46fa62d14f3baf5b0b062		https://www.encodeproject.org/files/ENCFF586UMA/@@download/ENCFF586UMA.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF267IVA	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF209KPC	67887968	ENCODE Processing Pipeline	076db06b607824f5bf2e730034572d1b		https://www.encodeproject.org/files/ENCFF267IVA/@@download/ENCFF267IVA.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF971XJN	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF209KPC	72700475	ENCODE Processing Pipeline	1d21ae16e8e7ff565fc7121756b62ca1		https://www.encodeproject.org/files/ENCFF971XJN/@@download/ENCFF971XJN.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF810YEV	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF209KPC	71671092	ENCODE Processing Pipeline	e57aa6e4beba26ec20d0f759fd4b0051		https://www.encodeproject.org/files/ENCFF810YEV/@@download/ENCFF810YEV.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF255XOC	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF586UMA	50910294	ENCODE Processing Pipeline	4872533915ad36a4e07d468176f85252		https://www.encodeproject.org/files/ENCFF255XOC/@@download/ENCFF255XOC.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF102EPI	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF586UMA	49900360	ENCODE Processing Pipeline	3c113d721ae5d29a02012e614798132c		https://www.encodeproject.org/files/ENCFF102EPI/@@download/ENCFF102EPI.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF208URS	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF586UMA	54226037	ENCODE Processing Pipeline	01b36ab62258c290cdddb2f47292b221		https://www.encodeproject.org/files/ENCFF208URS/@@download/ENCFF208URS.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF975NYE	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF586UMA	53587825	ENCODE Processing Pipeline	22f2f53f99007c39569f0cd4c6b6e3b4		https://www.encodeproject.org/files/ENCFF975NYE/@@download/ENCFF975NYE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF658NAS	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF069ZCO, ENCFF226VRJ, ENCFF828KDR	3670205137	ENCODE Processing Pipeline	caf3eaa22465f31d95d1e0c53c68911b		https://www.encodeproject.org/files/ENCFF658NAS/@@download/ENCFF658NAS.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF785HQU	bam	transcriptome alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF069ZCO, ENCFF226VRJ, ENCFF828KDR	5366544828	ENCODE Processing Pipeline	ebb62a84fd40823dff2d112f00372f1e		https://www.encodeproject.org/files/ENCFF785HQU/@@download/ENCFF785HQU.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF248IJX	bam	alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF069ZCO, ENCFF732QPC, ENCFF887NBC	2356090728	ENCODE Processing Pipeline	f7d6a987fac9e7ce49a886cd49f030e5		https://www.encodeproject.org/files/ENCFF248IJX/@@download/ENCFF248IJX.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF556NLI	bam	transcriptome alignments	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF069ZCO, ENCFF732QPC, ENCFF887NBC	3341889851	ENCODE Processing Pipeline	affa04a397810f1a125efa357f4f3896		https://www.encodeproject.org/files/ENCFF556NLI/@@download/ENCFF556NLI.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF666YCS	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF658NAS	69861934	ENCODE Processing Pipeline	723c9b9b153413b6a757152ddb8b6c3b		https://www.encodeproject.org/files/ENCFF666YCS/@@download/ENCFF666YCS.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF255IXQ	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF658NAS	71409741	ENCODE Processing Pipeline	e2f3ae31b82622275c246140980cf62b		https://www.encodeproject.org/files/ENCFF255IXQ/@@download/ENCFF255IXQ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF332OWC	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF658NAS	78026257	ENCODE Processing Pipeline	78f589616dddde5a98f801fd96d21f00		https://www.encodeproject.org/files/ENCFF332OWC/@@download/ENCFF332OWC.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF610VTX	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF658NAS	77222716	ENCODE Processing Pipeline	d02a24f8d6e0a02b9d19a0d74bf3239d		https://www.encodeproject.org/files/ENCFF610VTX/@@download/ENCFF610VTX.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF713DGU	bigWig	minus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF248IJX	52366656	ENCODE Processing Pipeline	f1241754efca4f53a1533330d24aeac2		https://www.encodeproject.org/files/ENCFF713DGU/@@download/ENCFF713DGU.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF521KJQ	bigWig	plus strand signal of unique reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF248IJX	53441545	ENCODE Processing Pipeline	d066f697967ddd96f8abca0d449bd848		https://www.encodeproject.org/files/ENCFF521KJQ/@@download/ENCFF521KJQ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF125CRX	bigWig	minus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF248IJX	58304187	ENCODE Processing Pipeline	13f8748d723b3a4ac7973f372b0314c8		https://www.encodeproject.org/files/ENCFF125CRX/@@download/ENCFF125CRX.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF443RQD	tsv	transcript quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF785HQU, ENCFF826ONU	26176569	ENCODE Processing Pipeline	516a785dd4fa208eb6c548df9a7c84f1		https://www.encodeproject.org/files/ENCFF443RQD/@@download/ENCFF443RQD.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF321ZAQ	bigWig	plus strand signal of all reads	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF248IJX	58823959	ENCODE Processing Pipeline	f316ef868aace5bf507f6bb29e1a1555		https://www.encodeproject.org/files/ENCFF321ZAQ/@@download/ENCFF321ZAQ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF819IWF	tsv	gene quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF556NLI, ENCFF826ONU	9533835	ENCODE Processing Pipeline	0edfb7f0aa4e4c303292e76c00995268		https://www.encodeproject.org/files/ENCFF819IWF/@@download/ENCFF819IWF.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF057UVW	tsv	gene quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				1							ENCFF785HQU, ENCFF826ONU	9553635	ENCODE Processing Pipeline	5b1214042e22a84bcec541f59ea773cc		https://www.encodeproject.org/files/ENCFF057UVW/@@download/ENCFF057UVW.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF497LRO	tsv	transcript quantifications	ENCSR437GYG	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/AGGF1-human/				AGGF1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-06	ENCODE				2							ENCFF556NLI, ENCFF826ONU	26134081	ENCODE Processing Pipeline	b11eb61a6e6b402d94e5b507fb20c070		https://www.encodeproject.org/files/ENCFF497LRO/@@download/ENCFF497LRO.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF319HBS	tar	differential splicing quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF449RNE, ENCFF550CTA, ENCFF729LZA, ENCFF872YYA	9779200	Brenton Graveley, UConn	34e72b40d6253475329c2a9ecb0d47be		https://www.encodeproject.org/files/ENCFF319HBS/@@download/ENCFF319HBS.tar.gz	hg19	V19			released			experiment not submitted to GEO		
ENCFF291ACY	tar	differential splicing quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF449RNE, ENCFF550CTA, ENCFF729LZA, ENCFF872YYA	59883520	Brenton Graveley, UConn	6245a81b142c67697871c615c1516a47		https://www.encodeproject.org/files/ENCFF291ACY/@@download/ENCFF291ACY.tar.gz	hg19	V19			released			experiment not submitted to GEO		
ENCFF111PSM	tsv	differential expression quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF432BDU, ENCFF564PPK, ENCFF879PGY, ENCFF919CQH	2878491	Brenton Graveley, UConn	fbd9f5dae88c99cee77bb26b01982754		https://www.encodeproject.org/files/ENCFF111PSM/@@download/ENCFF111PSM.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF338PTW	tsv	differential expression quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF432BDU, ENCFF564PPK, ENCFF879PGY, ENCFF919CQH	4260401	Brenton Graveley, UConn	0dbd605f15b37f5b9fc9a131c4133b48		https://www.encodeproject.org/files/ENCFF338PTW/@@download/ENCFF338PTW.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF305CHW	tar	differential splicing quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF449RNE, ENCFF550CTA, ENCFF729LZA, ENCFF872YYA	8407040	Brenton Graveley, UConn	9deace40f850c093ea25435885cfa218		https://www.encodeproject.org/files/ENCFF305CHW/@@download/ENCFF305CHW.tar.gz	hg19	V19			released			experiment not submitted to GEO		
ENCFF824AOC	tsv	differential expression quantifications	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1, 2							ENCFF449RNE, ENCFF550CTA, ENCFF729LZA, ENCFF872YYA	5913182	Brenton Graveley, UConn	73e040887ec32d881551b4b83fe7f37b		https://www.encodeproject.org/files/ENCFF824AOC/@@download/ENCFF824AOC.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF007PXN	fastq	reads	ENCSR284SZO	CRISPR genome editing followed by RNA-seq	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	/targets/EXOSC5-human/				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2017-12-09	ENCODE				1	1	100		paired-ended	1	ENCFF627DFL		2305650842	Brenton Graveley, UConn	0cfcb4b2a77dbe3d73b1184db1ea2218		https://www.encodeproject.org/files/ENCFF007PXN/@@download/ENCFF007PXN.fastq.gz			Illumina HiSeq 2500	/files/ENCFF230IAI/, /files/ENCFF552VOE/	released			experiment not submitted to GEO		
